Station,Distance,Farm,TFS,ASV,abund,diff,Peak,group,PANEL,n_peaks,Quality
1,2000m,Int,14.72177286,ASV_001,42,34.14045964363635,377.5744014151515,2-0.95,1,2,2
1,2000m,Int,24.06425502,ASV_001,51,34.14045964363635,377.5744014151515,2-0.95,1,2,2
1,Control,Ext,34.18296926,ASV_001,114,34.14045964363635,343.43394177151515,1-0.95,1,1,2
1,Control,Ext,47.06490212,ASV_001,137,34.14045964363635,343.43394177151515,1-0.95,1,1,2
1,Control,Ext,42.85950948,ASV_001,168,34.14045964363635,343.43394177151515,1-0.95,1,1,2
1,Control,Int,26.63237405,ASV_001,NA,34.14045964363635,377.5744014151515,2-0.95,1,2,2
1,Control,Int,41.86824004,ASV_001,32,34.14045964363635,377.5744014151515,2-0.95,1,2,2
1,Control,Int,47.80487134,ASV_001,37,34.14045964363635,377.5744014151515,2-0.95,1,2,2
2,Control,Ext,127.7311348,ASV_001,155,34.14045964363635,343.43394177151515,1-0.95,1,1,2
2,Control,Ext,45.26470299,ASV_001,228,34.14045964363635,343.43394177151515,1-0.95,1,1,2
2,Control,Ext,34.45063898,ASV_001,119,34.14045964363635,343.43394177151515,1-0.95,1,1,2
2,Control,Int,16.67861809,ASV_001,24,34.14045964363635,377.5744014151515,2-0.95,1,2,2
2,Control,Int,46.69922388,ASV_001,29,34.14045964363635,377.5744014151515,2-0.95,1,2,2
2,Control,Int,47.80487134,ASV_001,24,34.14045964363635,377.5744014151515,2-0.95,1,2,2
3,Control,Ext,24.25269015,ASV_001,31,34.14045964363635,343.43394177151515,1-0.95,1,1,2
3,Control,Ext,203.9607443,ASV_001,78,34.14045964363635,343.43394177151515,1-0.95,1,1,2
3,Control,Ext,16.67861809,ASV_001,169,34.14045964363635,343.43394177151515,1-0.95,1,1,2
3,Control,Int,55.44145201,ASV_001,NA,34.14045964363635,377.5744014151515,2-0.95,1,2,2
3,Control,Int,110.1372753,ASV_001,NA,34.14045964363635,377.5744014151515,2-0.95,1,2,2
3,Control,Int,79.99207324,ASV_001,NA,34.14045964363635,377.5744014151515,2-0.95,1,2,2
1,0m,Ext,466.252599,ASV_005,30,36.718049876969694,51.439822736969695,1-0.95,5,1,2
1,0m,Ext,571.0789951,ASV_005,30,36.718049876969694,51.439822736969695,1-0.95,5,1,2
1,0m,Ext,185.7362293,ASV_005,38,36.718049876969694,51.439822736969695,1-0.95,5,1,2
1,0m,Int,110.1372753,ASV_005,36,36.718049876969694,14.72177286,2-0.95,5,1,2
1,0m,Int,278.641928,ASV_005,25,36.718049876969694,14.72177286,2-0.95,5,1,2
1,0m,Int,289.7236522,ASV_005,14,36.718049876969694,14.72177286,2-0.95,5,1,2
2,0m,Ext,202.3760388,ASV_005,19,36.718049876969694,51.439822736969695,1-0.95,5,1,2
2,0m,Ext,174.5004892,ASV_005,20,36.718049876969694,51.439822736969695,1-0.95,5,1,2
2,0m,Ext,402.0303347,ASV_005,14,36.718049876969694,51.439822736969695,1-0.95,5,1,2
2,0m,Int,500.1597489,ASV_005,0,36.718049876969694,14.72177286,2-0.95,5,1,2
2,0m,Int,632.0241119,ASV_005,NA,36.718049876969694,14.72177286,2-0.95,5,1,2
2,0m,Int,496.2736783,ASV_005,14,36.718049876969694,14.72177286,2-0.95,5,1,2
3,0m,Ext,441.4777159,ASV_005,20,36.718049876969694,51.439822736969695,1-0.95,5,1,2
3,0m,Ext,704.9504701,ASV_005,0,36.718049876969694,51.439822736969695,1-0.95,5,1,2
3,0m,Ext,180.0307276,ASV_005,NA,36.718049876969694,51.439822736969695,1-0.95,5,1,2
3,0m,Int,466.252599,ASV_005,0,36.718049876969694,14.72177286,2-0.95,5,1,2
3,0m,Int,110.1372753,ASV_005,0,36.718049876969694,14.72177286,2-0.95,5,1,2
3,0m,Int,357.640233,ASV_005,0,36.718049876969694,14.72177286,2-0.95,5,1,2
1,50m,Ext,427.9162698,ASV_005,37,36.718049876969694,51.439822736969695,1-0.95,5,1,2
1,50m,Ext,438.0475846,ASV_005,58,36.718049876969694,51.439822736969695,1-0.95,5,1,2
1,50m,Ext,398.9066961,ASV_005,29,36.718049876969694,51.439822736969695,1-0.95,5,1,2
1,50m,Int,276.4769752,ASV_005,46,36.718049876969694,14.72177286,2-0.95,5,1,2
1,50m,Int,247.8757333,ASV_005,45,36.718049876969694,14.72177286,2-0.95,5,1,2
1,50m,Int,411.548776,ASV_005,NA,36.718049876969694,14.72177286,2-0.95,5,1,2
1,100m,Ext,134.8991612,ASV_005,242,36.718049876969694,51.439822736969695,1-0.95,5,1,2
1,100m,Ext,103.4747421,ASV_005,124,36.718049876969694,51.439822736969695,1-0.95,5,1,2
1,100m,Ext,143.5850504,ASV_005,141,36.718049876969694,51.439822736969695,1-0.95,5,1,2
1,100m,Int,154.0269435,ASV_005,57,36.718049876969694,14.72177286,2-0.95,5,1,2
1,100m,Int,194.6352989,ASV_005,56,36.718049876969694,14.72177286,2-0.95,5,1,2
1,100m,Int,40.26680955,ASV_005,56,36.718049876969694,14.72177286,2-0.95,5,1,2
1,250m,Ext,121.8910417,ASV_005,192,36.718049876969694,51.439822736969695,1-0.95,5,1,2
1,250m,Ext,134.8991612,ASV_005,239,36.718049876969694,51.439822736969695,1-0.95,5,1,2
1,250m,Ext,101.0815428,ASV_005,305,36.718049876969694,51.439822736969695,1-0.95,5,1,2
1,250m,Int,139.1743613,ASV_005,94,36.718049876969694,14.72177286,2-0.95,5,1,2
1,250m,Int,162.6706403,ASV_005,58,36.718049876969694,14.72177286,2-0.95,5,1,2
1,250m,Int,207.1674794,ASV_005,72,36.718049876969694,14.72177286,2-0.95,5,1,2
1,500m,Ext,91.33440445,ASV_005,268,36.718049876969694,51.439822736969695,1-0.95,5,1,2
1,500m,Ext,354.8614903,ASV_005,254,36.718049876969694,51.439822736969695,1-0.95,5,1,2
1,500m,Ext,82.52716775,ASV_005,267,36.718049876969694,51.439822736969695,1-0.95,5,1,2
1,500m,Int,170.464582,ASV_005,132,36.718049876969694,14.72177286,2-0.95,5,1,2
1,500m,Int,276.4769752,ASV_005,113,36.718049876969694,14.72177286,2-0.95,5,1,2
1,500m,Int,194.6352989,ASV_005,145,36.718049876969694,14.72177286,2-0.95,5,1,2
1,1000m,Ext,34.18296926,ASV_005,232,36.718049876969694,51.439822736969695,1-0.95,5,1,2
1,1000m,Ext,42.85950948,ASV_005,364,36.718049876969694,51.439822736969695,1-0.95,5,1,2
1,1000m,Ext,213.7329942,ASV_005,329,36.718049876969694,51.439822736969695,1-0.95,5,1,2
1,1000m,Int,103.4747421,ASV_005,137,36.718049876969694,14.72177286,2-0.95,5,1,2
1,1000m,Int,133.8510407,ASV_005,103,36.718049876969694,14.72177286,2-0.95,5,1,2
1,2000m,Ext,32.1151392,ASV_005,129,36.718049876969694,51.439822736969695,1-0.95,5,1,2
1,2000m,Ext,36.95598261,ASV_005,89,36.718049876969694,51.439822736969695,1-0.95,5,1,2
1,2000m,Ext,41.86824004,ASV_005,121,36.718049876969694,51.439822736969695,1-0.95,5,1,2
1,2000m,Int,150.4645556,ASV_005,59,36.718049876969694,14.72177286,2-0.95,5,1,2
1,2000m,Int,14.72177286,ASV_005,140,36.718049876969694,14.72177286,2-0.95,5,1,2
1,2000m,Int,24.06425502,ASV_005,149,36.718049876969694,14.72177286,2-0.95,5,1,2
1,Control,Ext,34.18296926,ASV_005,174,36.718049876969694,51.439822736969695,1-0.95,5,1,2
1,Control,Ext,47.06490212,ASV_005,82,36.718049876969694,51.439822736969695,1-0.95,5,1,2
1,Control,Ext,42.85950948,ASV_005,91,36.718049876969694,51.439822736969695,1-0.95,5,1,2
1,Control,Int,26.63237405,ASV_005,NA,36.718049876969694,14.72177286,2-0.95,5,1,2
1,Control,Int,41.86824004,ASV_005,157,36.718049876969694,14.72177286,2-0.95,5,1,2
1,Control,Int,47.80487134,ASV_005,197,36.718049876969694,14.72177286,2-0.95,5,1,2
2,Control,Ext,127.7311348,ASV_005,108,36.718049876969694,51.439822736969695,1-0.95,5,1,2
2,Control,Ext,45.26470299,ASV_005,106,36.718049876969694,51.439822736969695,1-0.95,5,1,2
2,Control,Ext,34.45063898,ASV_005,91,36.718049876969694,51.439822736969695,1-0.95,5,1,2
2,Control,Int,16.67861809,ASV_005,116,36.718049876969694,14.72177286,2-0.95,5,1,2
2,Control,Int,46.69922388,ASV_005,137,36.718049876969694,14.72177286,2-0.95,5,1,2
2,Control,Int,47.80487134,ASV_005,194,36.718049876969694,14.72177286,2-0.95,5,1,2
3,Control,Ext,24.25269015,ASV_005,79,36.718049876969694,51.439822736969695,1-0.95,5,1,2
3,Control,Ext,203.9607443,ASV_005,83,36.718049876969694,51.439822736969695,1-0.95,5,1,2
3,Control,Ext,16.67861809,ASV_005,94,36.718049876969694,51.439822736969695,1-0.95,5,1,2
3,Control,Int,55.44145201,ASV_005,NA,36.718049876969694,14.72177286,2-0.95,5,1,2
3,Control,Int,110.1372753,ASV_005,NA,36.718049876969694,14.72177286,2-0.95,5,1,2
3,Control,Int,79.99207324,ASV_005,NA,36.718049876969694,14.72177286,2-0.95,5,1,2
1,0m,Ext,466.252599,ASV_006,20,1.9568452300000008,16.67861809,1-0.95,6,1,1
1,0m,Ext,571.0789951,ASV_006,8,1.9568452300000008,16.67861809,1-0.95,6,1,1
1,0m,Ext,185.7362293,ASV_006,53,1.9568452300000008,16.67861809,1-0.95,6,1,1
1,0m,Int,110.1372753,ASV_006,44,1.9568452300000008,14.72177286,2-0.95,6,1,1
1,0m,Int,278.641928,ASV_006,0,1.9568452300000008,14.72177286,2-0.95,6,1,1
1,0m,Int,289.7236522,ASV_006,18,1.9568452300000008,14.72177286,2-0.95,6,1,1
2,0m,Ext,202.3760388,ASV_006,10,1.9568452300000008,16.67861809,1-0.95,6,1,1
2,0m,Ext,174.5004892,ASV_006,24,1.9568452300000008,16.67861809,1-0.95,6,1,1
2,0m,Ext,402.0303347,ASV_006,16,1.9568452300000008,16.67861809,1-0.95,6,1,1
2,0m,Int,500.1597489,ASV_006,14,1.9568452300000008,14.72177286,2-0.95,6,1,1
2,0m,Int,632.0241119,ASV_006,NA,1.9568452300000008,14.72177286,2-0.95,6,1,1
2,0m,Int,496.2736783,ASV_006,8,1.9568452300000008,14.72177286,2-0.95,6,1,1
3,0m,Ext,441.4777159,ASV_006,12,1.9568452300000008,16.67861809,1-0.95,6,1,1
3,0m,Ext,704.9504701,ASV_006,0,1.9568452300000008,16.67861809,1-0.95,6,1,1
3,0m,Ext,180.0307276,ASV_006,NA,1.9568452300000008,16.67861809,1-0.95,6,1,1
3,0m,Int,466.252599,ASV_006,5,1.9568452300000008,14.72177286,2-0.95,6,1,1
3,0m,Int,110.1372753,ASV_006,0,1.9568452300000008,14.72177286,2-0.95,6,1,1
3,0m,Int,357.640233,ASV_006,37,1.9568452300000008,14.72177286,2-0.95,6,1,1
1,50m,Ext,427.9162698,ASV_006,55,1.9568452300000008,16.67861809,1-0.95,6,1,1
1,50m,Ext,438.0475846,ASV_006,110,1.9568452300000008,16.67861809,1-0.95,6,1,1
1,50m,Ext,398.9066961,ASV_006,53,1.9568452300000008,16.67861809,1-0.95,6,1,1
1,50m,Int,276.4769752,ASV_006,69,1.9568452300000008,14.72177286,2-0.95,6,1,1
1,50m,Int,247.8757333,ASV_006,126,1.9568452300000008,14.72177286,2-0.95,6,1,1
1,50m,Int,411.548776,ASV_006,NA,1.9568452300000008,14.72177286,2-0.95,6,1,1
1,100m,Ext,134.8991612,ASV_006,83,1.9568452300000008,16.67861809,1-0.95,6,1,1
1,100m,Ext,103.4747421,ASV_006,70,1.9568452300000008,16.67861809,1-0.95,6,1,1
1,100m,Ext,143.5850504,ASV_006,64,1.9568452300000008,16.67861809,1-0.95,6,1,1
1,100m,Int,154.0269435,ASV_006,124,1.9568452300000008,14.72177286,2-0.95,6,1,1
1,100m,Int,194.6352989,ASV_006,111,1.9568452300000008,14.72177286,2-0.95,6,1,1
1,100m,Int,40.26680955,ASV_006,137,1.9568452300000008,14.72177286,2-0.95,6,1,1
1,250m,Ext,121.8910417,ASV_006,113,1.9568452300000008,16.67861809,1-0.95,6,1,1
1,250m,Ext,134.8991612,ASV_006,109,1.9568452300000008,16.67861809,1-0.95,6,1,1
1,250m,Ext,101.0815428,ASV_006,85,1.9568452300000008,16.67861809,1-0.95,6,1,1
1,250m,Int,139.1743613,ASV_006,159,1.9568452300000008,14.72177286,2-0.95,6,1,1
1,250m,Int,162.6706403,ASV_006,93,1.9568452300000008,14.72177286,2-0.95,6,1,1
1,250m,Int,207.1674794,ASV_006,80,1.9568452300000008,14.72177286,2-0.95,6,1,1
1,500m,Ext,91.33440445,ASV_006,89,1.9568452300000008,16.67861809,1-0.95,6,1,1
1,500m,Ext,354.8614903,ASV_006,108,1.9568452300000008,16.67861809,1-0.95,6,1,1
1,500m,Ext,82.52716775,ASV_006,116,1.9568452300000008,16.67861809,1-0.95,6,1,1
1,500m,Int,170.464582,ASV_006,126,1.9568452300000008,14.72177286,2-0.95,6,1,1
1,500m,Int,276.4769752,ASV_006,137,1.9568452300000008,14.72177286,2-0.95,6,1,1
1,500m,Int,194.6352989,ASV_006,170,1.9568452300000008,14.72177286,2-0.95,6,1,1
1,1000m,Ext,34.18296926,ASV_006,109,1.9568452300000008,16.67861809,1-0.95,6,1,1
1,1000m,Ext,42.85950948,ASV_006,93,1.9568452300000008,16.67861809,1-0.95,6,1,1
1,1000m,Ext,213.7329942,ASV_006,112,1.9568452300000008,16.67861809,1-0.95,6,1,1
1,1000m,Int,103.4747421,ASV_006,154,1.9568452300000008,14.72177286,2-0.95,6,1,1
1,1000m,Int,133.8510407,ASV_006,134,1.9568452300000008,14.72177286,2-0.95,6,1,1
1,2000m,Ext,32.1151392,ASV_006,149,1.9568452300000008,16.67861809,1-0.95,6,1,1
1,2000m,Ext,36.95598261,ASV_006,115,1.9568452300000008,16.67861809,1-0.95,6,1,1
1,2000m,Ext,41.86824004,ASV_006,176,1.9568452300000008,16.67861809,1-0.95,6,1,1
1,2000m,Int,150.4645556,ASV_006,137,1.9568452300000008,14.72177286,2-0.95,6,1,1
1,2000m,Int,14.72177286,ASV_006,149,1.9568452300000008,14.72177286,2-0.95,6,1,1
1,2000m,Int,24.06425502,ASV_006,134,1.9568452300000008,14.72177286,2-0.95,6,1,1
1,Control,Ext,34.18296926,ASV_006,175,1.9568452300000008,16.67861809,1-0.95,6,1,1
1,Control,Ext,47.06490212,ASV_006,195,1.9568452300000008,16.67861809,1-0.95,6,1,1
1,Control,Ext,42.85950948,ASV_006,146,1.9568452300000008,16.67861809,1-0.95,6,1,1
1,Control,Int,26.63237405,ASV_006,NA,1.9568452300000008,14.72177286,2-0.95,6,1,1
1,Control,Int,41.86824004,ASV_006,139,1.9568452300000008,14.72177286,2-0.95,6,1,1
1,Control,Int,47.80487134,ASV_006,215,1.9568452300000008,14.72177286,2-0.95,6,1,1
2,Control,Ext,127.7311348,ASV_006,167,1.9568452300000008,16.67861809,1-0.95,6,1,1
2,Control,Ext,45.26470299,ASV_006,173,1.9568452300000008,16.67861809,1-0.95,6,1,1
2,Control,Ext,34.45063898,ASV_006,132,1.9568452300000008,16.67861809,1-0.95,6,1,1
2,Control,Int,16.67861809,ASV_006,107,1.9568452300000008,14.72177286,2-0.95,6,1,1
2,Control,Int,46.69922388,ASV_006,125,1.9568452300000008,14.72177286,2-0.95,6,1,1
2,Control,Int,47.80487134,ASV_006,197,1.9568452300000008,14.72177286,2-0.95,6,1,1
3,Control,Ext,24.25269015,ASV_006,94,1.9568452300000008,16.67861809,1-0.95,6,1,1
3,Control,Ext,203.9607443,ASV_006,139,1.9568452300000008,16.67861809,1-0.95,6,1,1
3,Control,Ext,16.67861809,ASV_006,169,1.9568452300000008,16.67861809,1-0.95,6,1,1
3,Control,Int,55.44145201,ASV_006,NA,1.9568452300000008,14.72177286,2-0.95,6,1,1
3,Control,Int,110.1372753,ASV_006,NA,1.9568452300000008,14.72177286,2-0.95,6,1,1
3,Control,Int,79.99207324,ASV_006,NA,1.9568452300000008,14.72177286,2-0.95,6,1,1
1,0m,Ext,466.252599,ASV_013,0,1.9568452300000008,16.67861809,1-0.95,13,1,1
1,0m,Ext,571.0789951,ASV_013,0,1.9568452300000008,16.67861809,1-0.95,13,1,1
1,0m,Ext,185.7362293,ASV_013,0,1.9568452300000008,16.67861809,1-0.95,13,1,1
1,0m,Int,110.1372753,ASV_013,0,1.9568452300000008,14.72177286,2-0.95,13,1,1
1,0m,Int,278.641928,ASV_013,0,1.9568452300000008,14.72177286,2-0.95,13,1,1
1,0m,Int,289.7236522,ASV_013,0,1.9568452300000008,14.72177286,2-0.95,13,1,1
2,0m,Ext,202.3760388,ASV_013,0,1.9568452300000008,16.67861809,1-0.95,13,1,1
2,0m,Ext,174.5004892,ASV_013,0,1.9568452300000008,16.67861809,1-0.95,13,1,1
2,0m,Ext,402.0303347,ASV_013,0,1.9568452300000008,16.67861809,1-0.95,13,1,1
2,0m,Int,500.1597489,ASV_013,0,1.9568452300000008,14.72177286,2-0.95,13,1,1
2,0m,Int,632.0241119,ASV_013,NA,1.9568452300000008,14.72177286,2-0.95,13,1,1
2,0m,Int,496.2736783,ASV_013,0,1.9568452300000008,14.72177286,2-0.95,13,1,1
3,0m,Ext,441.4777159,ASV_013,0,1.9568452300000008,16.67861809,1-0.95,13,1,1
3,0m,Ext,704.9504701,ASV_013,0,1.9568452300000008,16.67861809,1-0.95,13,1,1
3,0m,Ext,180.0307276,ASV_013,NA,1.9568452300000008,16.67861809,1-0.95,13,1,1
3,0m,Int,466.252599,ASV_013,0,1.9568452300000008,14.72177286,2-0.95,13,1,1
3,0m,Int,110.1372753,ASV_013,0,1.9568452300000008,14.72177286,2-0.95,13,1,1
3,0m,Int,357.640233,ASV_013,0,1.9568452300000008,14.72177286,2-0.95,13,1,1
1,50m,Ext,427.9162698,ASV_013,16,1.9568452300000008,16.67861809,1-0.95,13,1,1
1,50m,Ext,438.0475846,ASV_013,34,1.9568452300000008,16.67861809,1-0.95,13,1,1
1,50m,Ext,398.9066961,ASV_013,0,1.9568452300000008,16.67861809,1-0.95,13,1,1
1,50m,Int,276.4769752,ASV_013,38,1.9568452300000008,14.72177286,2-0.95,13,1,1
1,50m,Int,247.8757333,ASV_013,40,1.9568452300000008,14.72177286,2-0.95,13,1,1
1,50m,Int,411.548776,ASV_013,NA,1.9568452300000008,14.72177286,2-0.95,13,1,1
1,100m,Ext,134.8991612,ASV_013,38,1.9568452300000008,16.67861809,1-0.95,13,1,1
1,100m,Ext,103.4747421,ASV_013,24,1.9568452300000008,16.67861809,1-0.95,13,1,1
1,100m,Ext,143.5850504,ASV_013,15,1.9568452300000008,16.67861809,1-0.95,13,1,1
1,100m,Int,154.0269435,ASV_013,84,1.9568452300000008,14.72177286,2-0.95,13,1,1
1,100m,Int,194.6352989,ASV_013,75,1.9568452300000008,14.72177286,2-0.95,13,1,1
1,100m,Int,40.26680955,ASV_013,100,1.9568452300000008,14.72177286,2-0.95,13,1,1
1,250m,Ext,121.8910417,ASV_013,28,1.9568452300000008,16.67861809,1-0.95,13,1,1
1,250m,Ext,134.8991612,ASV_013,46,1.9568452300000008,16.67861809,1-0.95,13,1,1
1,250m,Ext,101.0815428,ASV_013,50,1.9568452300000008,16.67861809,1-0.95,13,1,1
1,250m,Int,139.1743613,ASV_013,89,1.9568452300000008,14.72177286,2-0.95,13,1,1
1,250m,Int,162.6706403,ASV_013,45,1.9568452300000008,14.72177286,2-0.95,13,1,1
1,250m,Int,207.1674794,ASV_013,44,1.9568452300000008,14.72177286,2-0.95,13,1,1
1,500m,Ext,91.33440445,ASV_013,44,1.9568452300000008,16.67861809,1-0.95,13,1,1
1,500m,Ext,354.8614903,ASV_013,43,1.9568452300000008,16.67861809,1-0.95,13,1,1
1,500m,Ext,82.52716775,ASV_013,45,1.9568452300000008,16.67861809,1-0.95,13,1,1
1,500m,Int,170.464582,ASV_013,57,1.9568452300000008,14.72177286,2-0.95,13,1,1
1,500m,Int,276.4769752,ASV_013,69,1.9568452300000008,14.72177286,2-0.95,13,1,1
1,500m,Int,194.6352989,ASV_013,72,1.9568452300000008,14.72177286,2-0.95,13,1,1
1,1000m,Ext,34.18296926,ASV_013,23,1.9568452300000008,16.67861809,1-0.95,13,1,1
1,1000m,Ext,42.85950948,ASV_013,22,1.9568452300000008,16.67861809,1-0.95,13,1,1
1,1000m,Ext,213.7329942,ASV_013,30,1.9568452300000008,16.67861809,1-0.95,13,1,1
1,1000m,Int,103.4747421,ASV_013,54,1.9568452300000008,14.72177286,2-0.95,13,1,1
1,1000m,Int,133.8510407,ASV_013,46,1.9568452300000008,14.72177286,2-0.95,13,1,1
1,2000m,Ext,32.1151392,ASV_013,81,1.9568452300000008,16.67861809,1-0.95,13,1,1
1,2000m,Ext,36.95598261,ASV_013,42,1.9568452300000008,16.67861809,1-0.95,13,1,1
1,2000m,Ext,41.86824004,ASV_013,67,1.9568452300000008,16.67861809,1-0.95,13,1,1
1,2000m,Int,150.4645556,ASV_013,98,1.9568452300000008,14.72177286,2-0.95,13,1,1
1,2000m,Int,14.72177286,ASV_013,76,1.9568452300000008,14.72177286,2-0.95,13,1,1
1,2000m,Int,24.06425502,ASV_013,62,1.9568452300000008,14.72177286,2-0.95,13,1,1
1,Control,Ext,34.18296926,ASV_013,99,1.9568452300000008,16.67861809,1-0.95,13,1,1
1,Control,Ext,47.06490212,ASV_013,86,1.9568452300000008,16.67861809,1-0.95,13,1,1
1,Control,Ext,42.85950948,ASV_013,92,1.9568452300000008,16.67861809,1-0.95,13,1,1
1,Control,Int,26.63237405,ASV_013,NA,1.9568452300000008,14.72177286,2-0.95,13,1,1
1,Control,Int,41.86824004,ASV_013,143,1.9568452300000008,14.72177286,2-0.95,13,1,1
1,Control,Int,47.80487134,ASV_013,233,1.9568452300000008,14.72177286,2-0.95,13,1,1
2,Control,Ext,127.7311348,ASV_013,134,1.9568452300000008,16.67861809,1-0.95,13,1,1
2,Control,Ext,45.26470299,ASV_013,111,1.9568452300000008,16.67861809,1-0.95,13,1,1
2,Control,Ext,34.45063898,ASV_013,112,1.9568452300000008,16.67861809,1-0.95,13,1,1
2,Control,Int,16.67861809,ASV_013,99,1.9568452300000008,14.72177286,2-0.95,13,1,1
2,Control,Int,46.69922388,ASV_013,133,1.9568452300000008,14.72177286,2-0.95,13,1,1
2,Control,Int,47.80487134,ASV_013,197,1.9568452300000008,14.72177286,2-0.95,13,1,1
